,상품명,가격,이미지 경로,이미지 개수
23,Holiday Sunset Maxi Skirt Orange,"56,050원",['./상품이미지/스커트/롱스커트/Holiday Sunset Maxi Skirt Orange1.jpg'],1
24,Holiday Sunset Maxi Skirt Blue,"56,050원",['./상품이미지/스커트/롱스커트/Holiday Sunset Maxi Skirt Blue1.jpg'],1
25,하이 웨이스트 플레어 맥시 스커트 아이보리,"93,600원","['./상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 아이보리1.jpg', './상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 아이보리2.jpg', './상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 아이보리3.jpg']",3
26,여성 트래블 우븐 스커트,"99,000원","['./상품이미지/스커트/롱스커트/여성 트래블 우븐 스커트1.jpg', './상품이미지/스커트/롱스커트/여성 트래블 우븐 스커트2.jpg', './상품이미지/스커트/롱스커트/여성 트래블 우븐 스커트3.jpg']",3
27,long slit skirt_khaki brown,"88,200원","['./상품이미지/스커트/롱스커트/long slit skirt_khaki brown1.jpg', './상품이미지/스커트/롱스커트/long slit skirt_khaki brown2.jpg', './상품이미지/스커트/롱스커트/long slit skirt_khaki brown3.jpg']",3
28,하이 웨이스트 플레어 맥시 스커트 네이비,"93,600원","['./상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 네이비1.jpg', './상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 네이비2.jpg', './상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 네이비3.jpg']",3
29,long slit skirt_black,"88,200원","['./상품이미지/스커트/롱스커트/long slit skirt_black1.jpg', './상품이미지/스커트/롱스커트/long slit skirt_black2.jpg', './상품이미지/스커트/롱스커트/long slit skirt_black3.jpg']",3
30,하이 웨이스트 플레어 맥시 스커트 나일블루,"93,600원","['./상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 나일블루1.jpg', './상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 나일블루2.jpg', './상품이미지/스커트/롱스커트/하이 웨이스트 플레어 맥시 스커트 나일블루3.jpg']",3
31,Madeleine  ASJF221KR30033,"198,000원","['./상품이미지/스커트/롱스커트/Madeleine  ASJF221KR300331.jpg', './상품이미지/스커트/롱스커트/Madeleine  ASJF221KR300332.jpg', './상품이미지/스커트/롱스커트/Madeleine  ASJF221KR300333.jpg']",3
32,라이트 퍼플 올오버 패턴 캉캉 스커트,"39,900원","['./상품이미지/스커트/롱스커트/라이트 퍼플 올오버 패턴 캉캉 스커트1.jpg', './상품이미지/스커트/롱스커트/라이트 퍼플 올오버 패턴 캉캉 스커트2.jpg', './상품이미지/스커트/롱스커트/라이트 퍼플 올오버 패턴 캉캉 스커트3.jpg']",3
33,레이어드 랩 스커트,"59,000원",['./상품이미지/스커트/롱스커트/레이어드 랩 스커트1.jpg'],1
34,Flare Pleated Button Skirt Beige,"159,000원","['./상품이미지/스커트/롱스커트/Flare Pleated Button Skirt Beige1.jpg', './상품이미지/스커트/롱스커트/Flare Pleated Button Skirt Beige2.jpg']",2
35,Flare Pleated Button Skirt Black,"159,000원","['./상품이미지/스커트/롱스커트/Flare Pleated Button Skirt Black1.jpg', './상품이미지/스커트/롱스커트/Flare Pleated Button Skirt Black2.jpg']",2
36,드로잉 클로버 스커트  S22A18003,"37,000원",['./상품이미지/스커트/롱스커트/드로잉 클로버 스커트  S22A180031.jpg'],1
37,Unbalanced Long Denim Skirt BLACK,"46,400원","['./상품이미지/스커트/롱스커트/Unbalanced Long Denim Skirt BLACK1.jpg', './상품이미지/스커트/롱스커트/Unbalanced Long Denim Skirt BLACK2.jpg', './상품이미지/스커트/롱스커트/Unbalanced Long Denim Skirt BLACK3.jpg']",3
38,키르시 포켓 롱 스커트,"107,100원","['./상품이미지/스커트/롱스커트/키르시 포켓 롱 스커트1.jpg', './상품이미지/스커트/롱스커트/키르시 포켓 롱 스커트2.jpg', './상품이미지/스커트/롱스커트/키르시 포켓 롱 스커트3.jpg']",3
39,여성 H라인 코튼 스커트BARG6251B04,"29,900원","['./상품이미지/스커트/롱스커트/여성 H라인 코튼 스커트BARG6251B041.jpg', './상품이미지/스커트/롱스커트/여성 H라인 코튼 스커트BARG6251B042.jpg', './상품이미지/스커트/롱스커트/여성 H라인 코튼 스커트BARG6251B043.jpg']",3
40,URBANCHIC PENCIL SKIRT_BLACK,"79,000원",['./상품이미지/스커트/롱스커트/URBANCHIC PENCIL SKIRT_BLACK1.jpg'],1
41,Dolman Knit Skirt,"84,000원","['./상품이미지/스커트/롱스커트/Dolman Knit Skirt1.jpg', './상품이미지/스커트/롱스커트/Dolman Knit Skirt2.jpg', './상품이미지/스커트/롱스커트/Dolman Knit Skirt3.jpg']",3
42,여성 H라인 코튼 스커트BARG6251B0X,"29,900원","['./상품이미지/스커트/롱스커트/여성 H라인 코튼 스커트BARG6251B0X1.jpg', './상품이미지/스커트/롱스커트/여성 H라인 코튼 스커트BARG6251B0X2.jpg', './상품이미지/스커트/롱스커트/여성 H라인 코튼 스커트BARG6251B0X3.jpg']",3
43,Cabbage Crispy Skirt,"108,000원","['./상품이미지/스커트/롱스커트/Cabbage Crispy Skirt1.jpg', './상품이미지/스커트/롱스커트/Cabbage Crispy Skirt2.jpg', './상품이미지/스커트/롱스커트/Cabbage Crispy Skirt3.jpg']",3
44,드로잉 클로버 스커트  S22A18003 B,"37,000원",['./상품이미지/스커트/롱스커트/드로잉 클로버 스커트  S22A1800337.jpg'],1
45,키르시 포켓 롱 스커트 B,"107,100원","['./상품이미지/스커트/롱스커트/키르시 포켓 롱 스커트80.jpg', './상품이미지/스커트/롱스커트/키르시 포켓 롱 스커트83.jpg', './상품이미지/스커트/롱스커트/키르시 포켓 롱 스커트71.jpg']",3
46,BELTED POCKET MIDI SKIRT NAVY,"148,000원",['./상품이미지/스커트/롱스커트/BELTED POCKET MIDI SKIRT NAVY1.jpg'],1
47,우먼즈 스커트 트레이닝 셋업,"39,900원",['./상품이미지/스커트/롱스커트/우먼즈 스커트 트레이닝 셋업1.jpg'],1
48,BELTED POCKET MIDI SKIRT BEIGE,"148,000원",['./상품이미지/스커트/롱스커트/BELTED POCKET MIDI SKIRT BEIGE1.jpg'],1
49,Unbalanced Long Denim Skirt BLUE,"37,700원","['./상품이미지/스커트/롱스커트/Unbalanced Long Denim Skirt BLUE1.jpg', './상품이미지/스커트/롱스커트/Unbalanced Long Denim Skirt BLUE2.jpg', './상품이미지/스커트/롱스커트/Unbalanced Long Denim Skirt BLUE3.jpg']",3
50,네팅 에이치 라인 니트 스커트 베이지,"56,600원",['./상품이미지/스커트/롱스커트/네팅 에이치 라인 니트 스커트 베이지1.jpg'],1
51,Front Slit Skirt Beige,"119,000원",['./상품이미지/스커트/롱스커트/Front Slit Skirt Beige1.jpg'],1
52,Front Slit Skirt Black,"119,000원",['./상품이미지/스커트/롱스커트/Front Slit Skirt Black1.jpg'],1
53,네팅 에이치 라인 니트 스커트 블랙,"56,600원",['./상품이미지/스커트/롱스커트/네팅 에이치 라인 니트 스커트 블랙1.jpg'],1
54,코튼 플레어 스커트 크림,"86,700원",['./상품이미지/스커트/롱스커트/코튼 플레어 스커트 크림1.jpg'],1
55,메간 미디 스커트 베이지,"116,100원","['./상품이미지/스커트/롱스커트/메간 미디 스커트 베이지1.jpg', './상품이미지/스커트/롱스커트/메간 미디 스커트 베이지2.jpg', './상품이미지/스커트/롱스커트/메간 미디 스커트 베이지3.jpg']",3
56,Wave unbalance skirt_Black,"71,250원","['./상품이미지/스커트/롱스커트/Wave unbalance skirt_Black1.jpg', './상품이미지/스커트/롱스커트/Wave unbalance skirt_Black2.jpg', './상품이미지/스커트/롱스커트/Wave unbalance skirt_Black3.jpg']",3
57,LONG DENIM SKIRT LIGHT BLUE,"33,280원","['./상품이미지/스커트/롱스커트/LONG DENIM SKIRT LIGHT BLUE1.jpg', './상품이미지/스커트/롱스커트/LONG DENIM SKIRT LIGHT BLUE2.jpg', './상품이미지/스커트/롱스커트/LONG DENIM SKIRT LIGHT BLUE3.jpg']",3
58,LONG DENIM SKIRT BLACK,"33,280원","['./상품이미지/스커트/롱스커트/LONG DENIM SKIRT BLACK1.jpg', './상품이미지/스커트/롱스커트/LONG DENIM SKIRT BLACK2.jpg', './상품이미지/스커트/롱스커트/LONG DENIM SKIRT BLACK3.jpg']",3
59,Wave unbalance skirt_light begie,"71,250원","['./상품이미지/스커트/롱스커트/Wave unbalance skirt_light begie1.jpg', './상품이미지/스커트/롱스커트/Wave unbalance skirt_light begie2.jpg', './상품이미지/스커트/롱스커트/Wave unbalance skirt_light begie3.jpg']",3
60,P3101 Volume pleats skirt_Light gray,"72,000원",['./상품이미지/스커트/롱스커트/P3101 Volume pleats skirt_Light gray1.jpg'],1
61,메간 미디 스커트 차콜,"116,100원","['./상품이미지/스커트/롱스커트/메간 미디 스커트 차콜1.jpg', './상품이미지/스커트/롱스커트/메간 미디 스커트 차콜2.jpg', './상품이미지/스커트/롱스커트/메간 미디 스커트 차콜3.jpg']",3
62,P3101 Volume pleats skirt_Navy,"72,000원",['./상품이미지/스커트/롱스커트/P3101 Volume pleats skirt_Navy1.jpg'],1
63,Italian black satin skirt,"199,000원","['./상품이미지/스커트/롱스커트/Italian black satin skirt1.jpg', './상품이미지/스커트/롱스커트/Italian black satin skirt2.jpg', './상품이미지/스커트/롱스커트/Italian black satin skirt3.jpg']",3
64,Moist black full skirt,"199,000원","['./상품이미지/스커트/롱스커트/Moist black full skirt1.jpg', './상품이미지/스커트/롱스커트/Moist black full skirt2.jpg', './상품이미지/스커트/롱스커트/Moist black full skirt3.jpg']",3
65,Gaia Pleated Wrap Skirt_,"108,300원",['./상품이미지/스커트/롱스커트/Gaia Pleated Wrap Skirt_1.jpg'],1
66,RIBBON MAXI SKIRT,"128,000원","['./상품이미지/스커트/롱스커트/RIBBON MAXI SKIRT1.jpg', './상품이미지/스커트/롱스커트/RIBBON MAXI SKIRT2.jpg', './상품이미지/스커트/롱스커트/RIBBON MAXI SKIRT3.jpg']",3
67,RIBBON MAXI SKIRT U,"128,000원","['./상품이미지/스커트/롱스커트/RIBBON MAXI SKIRT53.jpg', './상품이미지/스커트/롱스커트/RIBBON MAXI SKIRT67.jpg', './상품이미지/스커트/롱스커트/RIBBON MAXI SKIRT5.jpg']",3
68,아디브레이크 스커트 블랙 HC6566,"49,900원","['./상품이미지/스커트/롱스커트/아디브레이크 스커트 블랙 HC65661.jpg', './상품이미지/스커트/롱스커트/아디브레이크 스커트 블랙 HC65662.jpg', './상품이미지/스커트/롱스커트/아디브레이크 스커트 블랙 HC65663.jpg']",3
69,우먼즈 스웨트 롱 스커트 B,"23,900원","['./상품이미지/스커트/롱스커트/우먼즈 스웨트 롱 스커트81.jpg', './상품이미지/스커트/롱스커트/우먼즈 스웨트 롱 스커트95.jpg', './상품이미지/스커트/롱스커트/우먼즈 스웨트 롱 스커트55.jpg']",3
70,페이퍼 맥시 스커트,"110,000원",['./상품이미지/스커트/롱스커트/페이퍼 맥시 스커트1.jpg'],1
71,페이퍼 맥시 스커트 Y,"110,000원",['./상품이미지/스커트/롱스커트/페이퍼 맥시 스커트24.jpg'],1
72,페이퍼 맥시 스커트 G,"110,000원",['./상품이미지/스커트/롱스커트/페이퍼 맥시 스커트38.jpg'],1
73,페이퍼 맥시 스커트 E,"110,000원",['./상품이미지/스커트/롱스커트/페이퍼 맥시 스커트50.jpg'],1
74,웨이브 셔링 스커트 베이지,"80,100원",['./상품이미지/스커트/롱스커트/웨이브 셔링 스커트 베이지1.jpg'],1
75,웨이브 셔링 스커트 네이비,"80,100원",['./상품이미지/스커트/롱스커트/웨이브 셔링 스커트 네이비1.jpg'],1
76,아디브레이크 스커트 블랙 H39022,"30,000원","['./상품이미지/스커트/롱스커트/아디브레이크 스커트 블랙 H390221.jpg', './상품이미지/스커트/롱스커트/아디브레이크 스커트 블랙 H390222.jpg', './상품이미지/스커트/롱스커트/아디브레이크 스커트 블랙 H390223.jpg']",3
77,우먼즈 스웨트 롱 스커트 _와펜 ver.,"23,890원","['./상품이미지/스커트/롱스커트/우먼즈 스웨트 롱 스커트 _와펜 ver.1.jpg', './상품이미지/스커트/롱스커트/우먼즈 스웨트 롱 스커트 _와펜 ver.2.jpg', './상품이미지/스커트/롱스커트/우먼즈 스웨트 롱 스커트 _와펜 ver.3.jpg']",3
78,스트라이프 웨이브 롱 스커트 블랙,"76,500원","['./상품이미지/스커트/롱스커트/스트라이프 웨이브 롱 스커트 블랙1.jpg', './상품이미지/스커트/롱스커트/스트라이프 웨이브 롱 스커트 블랙2.jpg', './상품이미지/스커트/롱스커트/스트라이프 웨이브 롱 스커트 블랙3.jpg']",3
79,스트라이프 웨이브 롱 스커트 그레이,"76,500원","['./상품이미지/스커트/롱스커트/스트라이프 웨이브 롱 스커트 그레이1.jpg', './상품이미지/스커트/롱스커트/스트라이프 웨이브 롱 스커트 그레이2.jpg', './상품이미지/스커트/롱스커트/스트라이프 웨이브 롱 스커트 그레이3.jpg']",3
80,스커트 M17 미드 워시드,"99,000원","['./상품이미지/스커트/롱스커트/스커트 M17 미드 워시드1.jpg', './상품이미지/스커트/롱스커트/스커트 M17 미드 워시드2.jpg', './상품이미지/스커트/롱스커트/스커트 M17 미드 워시드3.jpg']",3
81,Andersson Skirt,"38,000원","['./상품이미지/스커트/롱스커트/Andersson Skirt1.jpg', './상품이미지/스커트/롱스커트/Andersson Skirt2.jpg', './상품이미지/스커트/롱스커트/Andersson Skirt3.jpg']",3
82,Matt Riel Button Skirt_Black,"169,000원",['./상품이미지/스커트/롱스커트/Matt Riel Button Skirt_Black1.jpg'],1
83,Melin Mermaid Skirt_Ash Blue,"179,000원",['./상품이미지/스커트/롱스커트/Melin Mermaid Skirt_Ash Blue1.jpg'],1
84,Lagavulin Fringe Skirt 22_Ivory+Antique White,"219,000원",['./상품이미지/스커트/롱스커트/Lagavulin Fringe Skirt 22_Ivory+Antique White1.jpg'],1
85,Cake Layer Skirt 22_Aqua Blue,"169,000원",['./상품이미지/스커트/롱스커트/Cake Layer Skirt 22_Aqua Blue1.jpg'],1
86,Lagavulin Fringe Skirt 22_Sage Khaki,"219,000원",['./상품이미지/스커트/롱스커트/Lagavulin Fringe Skirt 22_Sage Khaki1.jpg'],1
87,Matt Riel Button Skirt_Mint Gray,"169,000원",['./상품이미지/스커트/롱스커트/Matt Riel Button Skirt_Mint Gray1.jpg'],1
88,Cake Layer Skirt 22_Black,"169,000원",['./상품이미지/스커트/롱스커트/Cake Layer Skirt 22_Black1.jpg'],1
89,Lagavulin Fringe Skirt 22_Black,"219,000원",['./상품이미지/스커트/롱스커트/Lagavulin Fringe Skirt 22_Black1.jpg'],1
