,상품명,가격,이미지 경로,이미지 개수
53,스카이 블루 트위드 미니 스커트,"39,900원","['./상품이미지/스커트/미니스커트/스카이 블루 트위드 미니 스커트1.jpg', './상품이미지/스커트/미니스커트/스카이 블루 트위드 미니 스커트2.jpg', './상품이미지/스커트/미니스커트/스카이 블루 트위드 미니 스커트3.jpg']",3
54,네이비 데님 미니 스커트,"39,900원","['./상품이미지/스커트/미니스커트/네이비 데님 미니 스커트1.jpg', './상품이미지/스커트/미니스커트/네이비 데님 미니 스커트2.jpg', './상품이미지/스커트/미니스커트/네이비 데님 미니 스커트3.jpg']",3
55,랩 미니 스커트 2컬러,"148,000원","['./상품이미지/스커트/미니스커트/랩 미니 스커트 2컬러1.jpg', './상품이미지/스커트/미니스커트/랩 미니 스커트 2컬러2.jpg', './상품이미지/스커트/미니스커트/랩 미니 스커트 2컬러3.jpg']",3
56,랩 미니 스커트 헤링본,"138,000원","['./상품이미지/스커트/미니스커트/랩 미니 스커트 헤링본1.jpg', './상품이미지/스커트/미니스커트/랩 미니 스커트 헤링본2.jpg', './상품이미지/스커트/미니스커트/랩 미니 스커트 헤링본3.jpg']",3
57,W MULTISTYLING SKIRT _ R21WCK01WH,"398,000원","['./상품이미지/스커트/미니스커트/W MULTISTYLING SKIRT _ R21WCK01WH1.jpg', './상품이미지/스커트/미니스커트/W MULTISTYLING SKIRT _ R21WCK01WH2.jpg']",2
58,W MULTISTYLING SKIRT _ R21WCK01BK,"398,000원","['./상품이미지/스커트/미니스커트/W MULTISTYLING SKIRT _ R21WCK01BK1.jpg', './상품이미지/스커트/미니스커트/W MULTISTYLING SKIRT _ R21WCK01BK2.jpg']",2
59,Classy Check Mini Skirt Ivory blue,"159,000원","['./상품이미지/스커트/미니스커트/Classy Check Mini Skirt Ivory blue1.jpg', './상품이미지/스커트/미니스커트/Classy Check Mini Skirt Ivory blue2.jpg']",2
60,블랙 레터링프린트 미니스커트,"158,000원","['./상품이미지/스커트/미니스커트/블랙 레터링프린트 미니스커트1.jpg', './상품이미지/스커트/미니스커트/블랙 레터링프린트 미니스커트2.jpg']",2
61,Ecoleather Mini Skirt Blossom pink,"139,000원","['./상품이미지/스커트/미니스커트/Ecoleather Mini Skirt Blossom pink1.jpg', './상품이미지/스커트/미니스커트/Ecoleather Mini Skirt Blossom pink2.jpg']",2
62,메쉬 배색 테니스 스커트,"246,000원",['./상품이미지/스커트/미니스커트/메쉬 배색 테니스 스커트1.jpg'],1
63,애쉬 플리츠 미니 스커트,"39,900원","['./상품이미지/스커트/미니스커트/애쉬 플리츠 미니 스커트1.jpg', './상품이미지/스커트/미니스커트/애쉬 플리츠 미니 스커트2.jpg', './상품이미지/스커트/미니스커트/애쉬 플리츠 미니 스커트3.jpg']",3
64,Ecoleather Mini Skirt Dusty mint,"139,000원","['./상품이미지/스커트/미니스커트/Ecoleather Mini Skirt Dusty mint1.jpg', './상품이미지/스커트/미니스커트/Ecoleather Mini Skirt Dusty mint2.jpg']",2
65,메쉬 배색 테니스 스커트 Q,"246,000원",['./상품이미지/스커트/미니스커트/메쉬 배색 테니스 스커트94.jpg'],1
66,22SS RICH CABLE KNIT SKIRT,"89,000원","['./상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT1.jpg', './상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT2.jpg', './상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT3.jpg']",3
67,CHIC MINI SKIRT_BLACK,"39,000원",['./상품이미지/스커트/미니스커트/CHIC MINI SKIRT_BLACK1.jpg'],1
68,PANACEA DENIM SKIRT,"118,000원","['./상품이미지/스커트/미니스커트/PANACEA DENIM SKIRT1.jpg', './상품이미지/스커트/미니스커트/PANACEA DENIM SKIRT2.jpg', './상품이미지/스커트/미니스커트/PANACEA DENIM SKIRT3.jpg']",3
69,사선 절개 허리밴딩 H라인 여성 큐롯_CGWSK223670BK,"208,000원",['./상품이미지/스커트/미니스커트/사선 절개 허리밴딩 H라인 여성 큐롯_CGWSK223670BK1.jpg'],1
70,사선 절개 허리밴딩 H라인 여성 큐롯_CGWSK223670WH,"208,000원",['./상품이미지/스커트/미니스커트/사선 절개 허리밴딩 H라인 여성 큐롯_CGWSK223670WH1.jpg'],1
71,사선 절개 허리밴딩 H라인 여성 큐롯_CGWSK223670GN,"208,000원",['./상품이미지/스커트/미니스커트/사선 절개 허리밴딩 H라인 여성 큐롯_CGWSK223670GN1.jpg'],1
72,PLEATS EDGE SKIRT_BROWN,"49,000원",['./상품이미지/스커트/미니스커트/PLEATS EDGE SKIRT_BROWN1.jpg'],1
73,화이트 레터링프린트 미니스커트,"158,000원","['./상품이미지/스커트/미니스커트/화이트 레터링프린트 미니스커트1.jpg', './상품이미지/스커트/미니스커트/화이트 레터링프린트 미니스커트2.jpg']",2
74,Wool Mini Skirt_ Pink,"118,000원",['./상품이미지/스커트/미니스커트/Wool Mini Skirt_ Pink1.jpg'],1
75,CENTAUR TEAM SKIRT,"118,000원","['./상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT1.jpg', './상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT2.jpg', './상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT3.jpg']",3
76,CHIC MINI SKIRT_IVORY,"39,000원",['./상품이미지/스커트/미니스커트/CHIC MINI SKIRT_IVORY1.jpg'],1
77,22SS RICH CABLE KNIT SKIRT R,"89,000원","['./상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT30.jpg', './상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT50.jpg']",2
78,22SS RICH CABLE KNIT SKIRT S,"89,000원","['./상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT66.jpg', './상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT48.jpg']",2
79,22SS RICH CABLE KNIT SKIRT T,"89,000원","['./상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT98.jpg', './상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT56.jpg', './상품이미지/스커트/미니스커트/22SS RICH CABLE KNIT SKIRT85.jpg']",3
80,CENTAUR TEAM SKIRT V,"118,000원","['./상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT42.jpg', './상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT90.jpg', './상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT14.jpg']",3
81,CENTAUR TEAM SKIRT X,"118,000원","['./상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT45.jpg', './상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT82.jpg']",2
82,PANACEA DENIM SKIRT D,"118,000원","['./상품이미지/스커트/미니스커트/PANACEA DENIM SKIRT54.jpg', './상품이미지/스커트/미니스커트/PANACEA DENIM SKIRT12.jpg', './상품이미지/스커트/미니스커트/PANACEA DENIM SKIRT38.jpg']",3
83,CENTAUR TEAM SKIRT X,"118,000원","['./상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT32.jpg', './상품이미지/스커트/미니스커트/CENTAUR TEAM SKIRT81.jpg']",2
84,메쉬 플라워 스커트 Mesh Flower Skirt,"196,000원",['./상품이미지/스커트/미니스커트/메쉬 플라워 스커트 Mesh Flower Skirt1.jpg'],1
85,줄리 체크 트위드 스커트,"50,400원","['./상품이미지/스커트/미니스커트/줄리 체크 트위드 스커트1.jpg', './상품이미지/스커트/미니스커트/줄리 체크 트위드 스커트2.jpg']",2
86,WOMEN 슬림 가죽 트임 미니스커트  레더 치마 ver.,"35,200원",['./상품이미지/스커트/미니스커트/WOMEN 슬림 가죽 트임 미니스커트  레더 치마 ver.1.jpg'],1
87,핑크 레터링프린트 미니스커트,"158,000원","['./상품이미지/스커트/미니스커트/핑크 레터링프린트 미니스커트1.jpg', './상품이미지/스커트/미니스커트/핑크 레터링프린트 미니스커트2.jpg']",2
88,키르시 엣지 컷팅 스웻 스커트,"62,100원","['./상품이미지/스커트/미니스커트/키르시 엣지 컷팅 스웻 스커트1.jpg', './상품이미지/스커트/미니스커트/키르시 엣지 컷팅 스웻 스커트2.jpg', './상품이미지/스커트/미니스커트/키르시 엣지 컷팅 스웻 스커트3.jpg']",3
89,메쉬 플라워 스커트,"196,000원",['./상품이미지/스커트/미니스커트/메쉬 플라워 스커트1.jpg'],1
